stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
Baegd741,,"GEROMPONT Avenue des Déportés 74",,  50.651957,   4.890238,6427,,0
Baegd742,,"GEROMPONT Avenue des Déportés 74",,  50.651979,   4.890100,6427,,0
Baegegl1,,"AUTRE-EGLISE Eglise",,  50.663006,   4.923742,6438,,0
Baegegl2,,"AUTRE-EGLISE Eglise",,  50.663072,   4.923668,6438,,0
Baeggar1,,"AUTRE-EGLISE Gare",,  50.663871,   4.918392,6438,,0
Baeggar2,,"AUTRE-EGLISE Gare",,  50.663952,   4.918374,6438,,0
Baegm501,,"AUTRE-EGLISE Rue de la Mêlée 50",,  50.659472,   4.909393,6427,,0
Baegm502,,"AUTRE-EGLISE Rue de la Mêlée 50",,  50.659817,   4.909815,6427,,0
Baegpon1,,"AUTRE-EGLISE Pont (Rue de la Gare)",,  50.655287,   4.898794,6427,,0
Baegpon2,,"AUTRE-EGLISE Pont (Rue de la Gare)",,  50.655417,   4.899320,6427,,0
Baegpon3,,"AUTRE-EGLISE Pont (Ch. Rowart)",,  50.654906,   4.897708,6427,,0
Baegpon4,,"AUTRE-EGLISE Pont (Ch. Rowart)",,  50.654849,   4.897877,6427,,0
Baisbar1,,"AISCHE-EN-REFAIL Baraque",,  50.598664,   4.823755,4519,,0
Balsbeg1,,"ALSEMBERG Begraafplaats van Vorst",,  50.755765,   4.332129,6261,,0
Balsbeg2,,"ALSEMBERG Begraafplaats van Vorst",,  50.756340,   4.331835,6261,,0
Balsnay1,,"ALSEMBERG Gensberg",,  50.746639,   4.332376,6261,,0
Balsnay2,,"ALSEMBERG Gensberg",,  50.746507,   4.332114,6261,,0
Balsnie1,,"ALSEMBERG Grootevelde",,  50.749510,   4.333963,6261,,0
Balsnie2,,"ALSEMBERG Grootevelde",,  50.749572,   4.333816,6261,,0
Balssvi1,,"ALSEMBERG Sint-Victor",,  50.741780,   4.334454,6261,,0
Balssvi2,,"ALSEMBERG Sint-Victor",,  50.741700,   4.334437,6261,,0
Balswin2,,"ALSEMBERG Winderickxplein",,  50.739697,   4.337933,6222,,0
Balswin3,,"ALSEMBERG Winderickxplein",,  50.739739,   4.338127,6222,,0
Balswsa1,,"ALSEMBERG Rondenbos",,  50.751617,   4.333343,6261,,0
Balswsa2,,"ALSEMBERG Rondenbos",,  50.751610,   4.333215,6261,,0
Barcast1,,"ARCHENNES Ancienne Station",,  50.747806,   4.691680,6456,,0
Barcast2,,"ARCHENNES Ancienne Station",,  50.747729,   4.691642,6456,,0
Barcbav1,,"ARCHENNES Bavay",,  50.749926,   4.686037,6456,,0
Barcbav2,,"ARCHENNES Bavay",,  50.749856,   4.685973,6456,,0
Barchez1,,"ARCHENNES Hézidelle",,  50.753358,   4.666983,6456,,0
Barchez2,,"ARCHENNES Hézidelle",,  50.753238,   4.667087,6456,,0
Barchoc1,,"ARCHENNES Hocaille",,  50.751482,   4.672244,6456,,0
Barchoc2,,"ARCHENNES Hocaille",,  50.751400,   4.672246,6456,,0
Barcpre1,,"ARCHENNES Préval",,  50.751069,   4.680098,6456,,0
Barcpre2,,"ARCHENNES Préval",,  50.750923,   4.680298,6456,,0
Barcsta1,,"ARCHENNES Station",,  50.754408,   4.662788,6456,,0
Barcsta2,,"ARCHENNES Station",,  50.754332,   4.662745,6456,,0
Barqbar1,,"ARQUENNES Bois d'Arpes",,  50.578466,   4.295791,6150,,0
Barqbar2,,"ARQUENNES Bois d'Arpes",,  50.578529,   4.296069,6150,,0
Barqbco1,,"ARQUENNES Bon Conseil",,  50.571325,   4.283131,6150,,0
Barqbco2,,"ARQUENNES Bon Conseil",,  50.571563,   4.284425,6150,,0
Barqhpe1,,"ARQUENNES Hameau Petit",,  50.572695,   4.289281,6150,,0
Barqhpe2,,"ARQUENNES Hameau Petit",,  50.572598,   4.289478,6150,,0
Barqhro1,,"ARQUENNES Hameau Roland",,  50.560840,   4.278228,6150,,0
Barqhro2,,"ARQUENNES Hameau Roland",,  50.561444,   4.278900,6150,,0
Barqhro4,,"ARQUENNES Hameau Roland",,  50.561425,   4.277202,6150,,0
Barqpla1,,"ARQUENNES Place",,  50.567303,   4.274677,6150,,0
Barqpla2,,"ARQUENNES Place",,  50.567263,   4.274804,6150,,0
Barqpwa1,,"ARQUENNES Pont de Warchais",,  50.566122,   4.282080,6150,,0
Barqpwa2,,"ARQUENNES Pont de Warchais",,  50.565715,   4.282026,6150,,0
Barqres1,,"ARQUENNES Résidence",,  50.569703,   4.285872,6150,,0
Barqres2,,"ARQUENNES Résidence",,  50.569619,   4.286054,6150,,0
Bauddel1,,"AUDERGHEM Métro Delta",,  50.818178,   4.404453,6322,,0
Bauddel2,,"AUDERGHEM Métro Delta",,  50.817460,   4.405233,6322,,0
Baudhan1,,"AUDERGHEM Hankar",,  50.821893,   4.405377,6322,,0
Baudhan2,,"AUDERGHEM Hankar",,  50.821820,   4.405319,6322,,0
Baudhde1,,"AUDERGHEM Herrmann-Debroux",,  50.812510,   4.428119,6322,,0
Baudhde2,,"AUDERGHEM Herrmann-Debroux",,  50.812303,   4.429069,6322,,0
Baudsju1,,"AUDERGHEM Eglise Saint-Julien",,  50.821073,   4.408217,6322,,0
Baudsju2,,"AUDERGHEM Eglise Saint-Julien",,  50.820602,   4.409496,6322,,0
Baudsta2,,"AUDERGHEM Rouge-Cloitre",,  50.811473,   4.439553,6322,,0
Baudstr1,,"AUDERGHEM Stratégie",,  50.824007,   4.400848,6322,,0
Baudstr2,,"AUDERGHEM Stratégie",,  50.824113,   4.400498,6322,,0
Baudtri1,,"AUDERGHEM Triomphe",,  50.817129,   4.400229,6322,,0
Baudtri2,,"AUDERGHEM Triomphe",,  50.817041,   4.400554,6322,,0
Baudulb1,,"AUDERGHEM ULB Jardin Massart",,  50.813449,   4.433408,6322,,0
Baudulb2,,"AUDERGHEM ULB Jardin Massart",,  50.813128,   4.434163,6322,,0
Baudvdr1,,"AUDERGHEM Van Drommen",,  50.819164,   4.414803,6322,,0
Baudvdr2,,"AUDERGHEM Van Drommen",,  50.818837,   4.415619,6322,,0
Baudvdu1,,"AUDERGHEM Val Duc",,  50.817554,   4.420973,6322,,0
Baudvdu2,,"AUDERGHEM Val Duc",,  50.817685,   4.419910,6322,,0
Baudwav1,,"AUDERGHEM Shopping",,  50.816827,   4.424764,6322,,0
Baudwav2,,"AUDERGHEM Shopping",,  50.815302,   4.425735,6322,,0
Bbaualz1,,"BAULERS Alzémont",,  50.607839,   4.360512,6170,,0
Bbaualz2,,"BAULERS Alzémont",,  50.607748,   4.360631,6170,,0
Bbaubru1,,"BAULERS Chaussée de Bruxelles",,  50.610317,   4.336724,6110,,0
Bbaubru2,,"BAULERS Chaussée de Bruxelles",,  50.610169,   4.336421,6110,,0
Bbaucai1,,"BAULERS Rue aux Cailloux",,  50.612027,   4.359574,6170,,0
Bbaucai2,,"BAULERS Rue aux Cailloux",,  50.611994,   4.360134,6170,,0
Bbaucba1,,"BAULERS Cité Baulers",,  50.606223,   4.347829,6170,,0
Bbaucba2,,"BAULERS Cité Baulers",,  50.606277,   4.348570,6170,,0
Bbaueco1,,"BAULERS Ecole",,  50.614752,   4.351307,6170,,0
Bbauegl1,,"BAULERS Eglise",,  50.613340,   4.353054,6170,,0
Bbauegl2,,"BAULERS Eglise",,  50.613413,   4.352913,6170,,0
Bbauham1,,"BAULERS Hameau",,  50.610051,   4.364594,6170,,0
Bbauham2,,"BAULERS Hameau",,  50.609967,   4.364717,6170,,0
Bbaulil1,,"BAULERS Avenue des Lilas",,  50.605922,   4.345583,6170,,0
Bbaulil2,,"BAULERS Avenue des Lilas",,  50.605786,   4.345674,6170,,0
Bbaulos2,,"BAULERS Rue Lossignol",,  50.615259,   4.340255,6170,,0
Bbautri1,,"BAULERS Trigodet",,  50.606792,   4.352834,6170,,0
Bbautri2,,"BAULERS Trigodet",,  50.606705,   4.352977,6170,,0
Bbbksth1,,"BIERBEEK Sint-Theresiakapel",,  50.800537,   4.708744,6417,,0
Bbbksth2,,"BIERBEEK Sint-Theresiakapel",,  50.801182,   4.708793,6417,,0
Bbch4br1,,"BRAINE-LE-CHATEAU Quatre Bras (Rue Libération)",,  50.682965,   4.272234,6131,,0
Bbch4br2,,"BRAINE-LE-CHATEAU Quatre Bras (Rue Libération)",,  50.682892,   4.272288,6131,,0
Bbch4br3,,"BRAINE-LE-CHATEAU Quatre Bras (Rue de Hal)",,  50.684470,   4.272198,6131,,0
Bbch4br4,,"BRAINE-LE-CHATEAU Quatre Bras (Rue de Hal)",,  50.683524,   4.272562,6131,,0
Bbch4br5,,"BRAINE-LE-CHATEAU Quatre Bras (Rue de Nivelles)",,  50.682966,   4.272958,6131,,0
Bbch4br6,,"BRAINE-LE-CHATEAU Quatre Bras (Rue de Nivelles)",,  50.682214,   4.273032,6131,,0
Bbchboi1,,"BRAINE-LE-CHATEAU Les Boignées",,  50.678244,   4.300565,6131,,0
Bbchcab1,,"BRAINE-LE-CHATEAU Rue Cabiau",,  50.677973,   4.274209,6131,,0
Bbchcab2,,"BRAINE-LE-CHATEAU Rue Cabiau",,  50.679301,   4.273974,6131,,0
Bbchcbl1,,"BRAINE-LE-CHATEAU Cheval Blanc",,  50.691920,   4.269112,6131,,0
Bbchcbl2,,"BRAINE-LE-CHATEAU Cheval Blanc",,  50.690646,   4.269444,6131,,0
Bbchdev1,,"BRAINE-LE-CHATEAU Rue des Dévoués",,  50.674915,   4.275220,6131,,0
Bbchdev2,,"BRAINE-LE-CHATEAU Rue des Dévoués",,  50.675013,   4.275317,6131,,0
Bbchdra1,,"BRAINE-LE-CHATEAU Le Drabbe",,  50.683320,   4.283891,6131,,0
Bbchdra2,,"BRAINE-LE-CHATEAU Le Drabbe",,  50.683088,   4.284821,6131,,0
Bbchgod1,,"BRAINE-LE-CHATEAU Godeaux",,  50.681171,   4.251858,6131,,0
Bbchgod2,,"BRAINE-LE-CHATEAU Godeaux",,  50.681159,   4.252243,6131,,0
Bbchm381,,"BRAINE-LE-CHATEAU Maison 38",,  50.694949,   4.268010,6131,,0
Bbchm382,,"BRAINE-LE-CHATEAU Maison 38",,  50.694473,   4.268039,6131,,0
Bbchmai1,,"BRAINE-LE-CHATEAU La Maisonnée",,  50.666201,   4.283557,6131,,0
Bbchmai2,,"BRAINE-LE-CHATEAU La Maisonnée",,  50.666113,   4.284124,6131,,0
Bbchmin1,,"BRAINE-LE-CHATEAU Les Minous",,  50.670059,   4.276836,6131,,0
Bbchmin2,,"BRAINE-LE-CHATEAU Les Minous",,  50.669595,   4.277096,6131,,0
Bbchndb1,,"BRAINE-LE-CHATEAU Rue Notre Dame au Bois",,  50.680465,   4.261122,6131,,0
Bbchndb2,,"BRAINE-LE-CHATEAU Rue Notre Dame au Bois",,  50.680312,   4.260572,6131,,0
Bbchpil1,,"BRAINE-LE-CHATEAU Pilori",,  50.682152,   4.266517,6131,,0
Bbchpil2,,"BRAINE-LE-CHATEAU Pilori",,  50.681923,   4.266173,6131,,0
Bbchrra2,,"BRAINE-LE-CHATEAU Rue des Radoux",,  50.683968,   4.276473,6131,,0
Bbchrra3,,"BRAINE-LE-CHATEAU Rue des Radoux",,  50.683987,   4.276088,6131,,0
Bbchsac1,,"BRAINE-LE-CHATEAU Rue du Sacrement",,  50.669359,   4.304180,6131,,0
Bbchtry1,,"WAUTHIER-BRAINE Rue du Try",,  50.681788,   4.297605,6131,,0
Bbchume1,,"BRAINE-LE-CHATEAU Usines Meurice",,  50.680320,   4.245841,6131,,0
Bbchume2,,"BRAINE-LE-CHATEAU Usines Meurice",,  50.680285,   4.246541,6131,,0
Bbcoben1,,"BRAINE-LE-COMTE Barrière d'Enghien",,  50.617575,   4.139017,3253,,0
Bbcoben2,,"BRAINE-LE-COMTE Barrière d'Enghien",,  50.617941,   4.138981,3253,,0
Bbcocou1,,"BRAINE-LE-COMTE Coulette",,  50.611895,   4.140700,3253,,0
Bbcocou2,,"BRAINE-LE-COMTE Coulette",,  50.612116,   4.140588,3253,,0
Bbcocvb1,,"BRAINE-LE-COMTE Clos du Vert Bois",,  50.605266,   4.178024,6116,,0
Bbcocvb2,,"BRAINE-LE-COMTE Clos du Vert Bois",,  50.604876,   4.178474,6116,,0
Bbcodam3,,"BRAINE-LE-COMTE Chemin des Dames",,  50.608078,   4.155369,3253,,0
Bbcodam4,,"BRAINE-LE-COMTE Chemin des Dames",,  50.607842,   4.154614,3253,,0
Bbcoeca1,,"BRAINE-LE-COMTE Route d'Ecaussinnes",,  50.603462,   4.131957,3253,,0
Bbcoeco1,,"BRAINE-LE-COMTE Ecoles",,  50.607444,   4.133316,3253,,0
Bbcoeco2,,"BRAINE-LE-COMTE Ecoles",,  50.607502,   4.133172,3253,,0
Bbcogar1,,"BRAINE-LE-COMTE Gare - Quai 1",,  50.605539,   4.137376,3253,,0
Bbcogar2,,"BRAINE-LE-COMTE Gare - Quai 2",,  50.605614,   4.137556,3253,,0
Bbcogpl1,,"BRAINE-LE-COMTE Place",,  50.610999,   4.135791,3253,,0
Bbcogpl2,,"BRAINE-LE-COMTE Place",,  50.610249,   4.135231,3253,,0
Bbcohou3,,"BRAINE-LE-COMTE Houssière",,  50.609703,   4.165383,6116,,0
Bbcohou4,,"BRAINE-LE-COMTE Houssière",,  50.609576,   4.165807,6116,,0
Bbcolno1,,"BRAINE-LE-COMTE Lion Noir",,  50.614614,   4.136759,3253,,0
Bbcolno2,,"BRAINE-LE-COMTE Lion Noir",,  50.614331,   4.136470,3253,,0
Bbcomar1,,"BRAINE-LE-COMTE Marouset",,  50.609398,   4.171579,6116,,0
Bbcomar2,,"BRAINE-LE-COMTE Marouset",,  50.609272,   4.171574,6116,,0
Bbcopre1,,"BRAINE-LE-COMTE Prestremont",,  50.622651,   4.142477,3253,,0
Bbcopre2,,"BRAINE-LE-COMTE Prestremont",,  50.622658,   4.142132,3253,,0
Bbcoroy1,,"BRAINE-LE-COMTE Chemin Royal",,  50.626699,   4.145205,3253,,0
Bbcoroy2,,"BRAINE-LE-COMTE Chemin Royal",,  50.626688,   4.144916,3253,,0
Bbcoser1,,"BRAINE-LE-COMTE Rue de Serbie",,  50.605605,   4.132982,3253,,0
Bbcoubo2,,"BRAINE-LE-COMTE Bourleau",,  50.606943,   4.143349,3253,,0
Bbcoubo3,,"BRAINE-LE-COMTE Bourleau",,  50.607142,   4.143393,3253,,0
Bbea3he1,,"BEAUVECHAIN Rue des 3 Héros",,  50.761460,   4.817582,6414,,0
Bbea3he2,,"BEAUVECHAIN Rue des 3 Héros",,  50.761135,   4.816996,6414,,0
Bbeaap11,,"BEAUVECHAIN Aérodrome P1",,  50.753748,   4.783771,6414,,0
Bbeaap12,,"BEAUVECHAIN Aérodrome P1",,  50.753989,   4.783660,6414,,0
Bbeaap51,,"BEAUVECHAIN Aérodrome P5",,  50.772151,   4.780950,6414,,0
Bbeaap52,,"BEAUVECHAIN Aérodrome P5",,  50.772626,   4.780650,6414,,0
Bbeabme1,,"LA BRUYÈRE Rue de Mélin",,  50.761791,   4.784516,6414,,0
Bbeabme2,,"LA BRUYÈRE Rue de Mélin",,  50.761847,   4.784693,6414,,0
Bbeacha1,,"BEAUVECHAIN Chapelle",,  50.775141,   4.778459,6414,,0
Bbeacha2,,"BEAUVECHAIN Chapelle",,  50.775185,   4.778569,6414,,0
Bbeaech1,,"L'ECLUSE Chapelle",,  50.776869,   4.825436,6414,,0
Bbeaech2,,"L'ECLUSE Chapelle",,  50.776982,   4.825406,6414,,0
Bbeaegl1,,"LA BRUYÈRE Eglise",,  50.763752,   4.787179,6414,,0
Bbeaegl2,,"LA BRUYÈRE Eglise",,  50.763891,   4.787439,6414,,0
Bbeagae1,,"L'ECLUSE Rue de Gaet",,  50.772814,   4.831258,6414,,0
Bbeagae2,,"L'ECLUSE Rue de Gaet",,  50.772826,   4.831386,6414,,0
Bbealbu3,,"BEAUVECHAIN Les Burettes",,  50.776416,   4.792629,6414,,0
Bbealbu4,,"BEAUVECHAIN Les Burettes",,  50.776523,   4.792525,6414,,0
Bbealon3,,"BEAUVECHAIN Rue Longue",,  50.770401,   4.802758,6414,,0
Bbealon4,,"BEAUVECHAIN Rue Longue",,  50.770401,   4.803064,6414,,0
Bbealou1,,"BEAUVECHAIN Rue de Louvain",,  50.780666,   4.791890,6414,,0
Bbealou2,,"BEAUVECHAIN Rue de Louvain",,  50.780843,   4.791639,6414,,0
Bbeamon1,,"BEAUVECHAIN Monument",,  50.780617,   4.775675,6414,,0
Bbeamon2,,"BEAUVECHAIN Monument",,  50.780697,   4.775665,6414,,0
Bbeaneu3,,"BEAUVECHAIN Rue Neuve",,  50.758659,   4.782393,6414,,0
Bbeaneu4,,"BEAUVECHAIN Rue Neuve",,  50.758466,   4.782333,6414,,0
Bbeapim1,,"BEAUVECHAIN Rue de Pymont",,  50.779171,   4.781222,6414,,0
Bbeapim2,,"BEAUVECHAIN Rue de Pymont",,  50.779234,   4.781117,6414,,0
Bbeardu1,,"BEAUVECHAIN Rue Duchêne",,  50.768666,   4.796185,6414,,0
Bbeardu2,,"BEAUVECHAIN Rue Duchêne",,  50.768589,   4.796230,6414,,0
Bbearwa1,,"BEAUVECHAIN Rue de Wahenge",,  50.767073,   4.791569,6414,,0
Bbearwa2,,"BEAUVECHAIN Rue de Wahenge",,  50.766940,   4.791520,6414,,0
Bbeascl1,,"BEAUVECHAIN Sclimpré",,  50.763974,   4.812637,6414,,0
Bbeascl2,,"BEAUVECHAIN Sclimpré",,  50.763893,   4.812638,6414,,0
Bbeasta1,,"BEAUVECHAIN Rue de la Station",,  50.779017,   4.771107,6414,,0
Bbeasta2,,"BEAUVECHAIN Rue de la Station",,  50.779180,   4.771220,6414,,0
Bbgeegl1,,"BIERGES Eglise",,  50.711360,   4.589933,6250,,0
Bbgeegl2,,"BIERGES Eglise",,  50.711251,   4.588862,6250,,0
Bbgelre1,,"BIERGES ""La Réserve""",,  50.702011,   4.615563,6250,,0
Bbgelre2,,"BIERGES ""La Réserve""",,  50.702275,   4.615420,6250,,0
Bbgepau1,,"BIERGES Pont Autoroute",,  50.712767,   4.600178,6250,,0
Bbgepau2,,"BIERGES Pont Autoroute",,  50.712559,   4.599786,6250,,0
Bbgerlr1,,"BIERGES Rue de La Roche",,  50.713581,   4.580811,6250,,0
Bbgerlr2,,"BIERGES Rue de La Roche",,  50.713455,   4.581027,6250,,0
Bbgever1,,"BIERGES Verseau",,  50.722411,   4.581608,6250,,0
Bbgever2,,"BIERGES Verseau",,  50.722188,   4.581716,6250,,0
Bbgevil1,,"BIERGES Village",,  50.708820,   4.594978,6250,,0
Bbgevil2,,"BIERGES Village",,  50.708260,   4.593832,6250,,0
Bbgewal1,,"BIERGES Walibi",,  50.704871,   4.587390,6250,,0
Bbgewal2,,"BIERGES Walibi",,  50.704934,   4.587309,6250,,0
Bbghcar1,,"BIERGHES Carrière",,  50.691544,   4.102506,6123,,0
Bbghcar2,,"BIERGHES Carrière",,  50.691687,   4.102505,6123,,0
Bbghepi1,,"BIERGHES Epine",,  50.700420,   4.137935,6123,,0
Bbghepi2,,"BIERGHES Epine",,  50.700697,   4.138547,6123,,0
Bbghgli1,,"BIERGHES Garage Limbourg",,  50.694022,   4.114382,6123,,0
Bbghgli2,,"BIERGHES Garage Limbourg",,  50.694121,   4.114315,6123,,0
Bbghpln1,,"BIERGHES Place Léopold Nuttinck",,  50.696770,   4.120070,6123,,0
Bbghsar1,,"BIERGHES Rue du Sartiau",,  50.697937,   4.128748,6123,,0
Bbghsar2,,"BIERGHES Rue du Sartiau",,  50.698036,   4.128678,6123,,0
Bbghsta1,,"BIERGHES Rue de la Station (Ch d'Enghien)",,  50.695701,   4.120553,6123,,0
Bbghsta2,,"BIERGHES Rue de la Station (Ch. d'Enghien)",,  50.695749,   4.120292,6123,,0
Bbghsta3,,"BIERGHES Rue de la Station (Route de Quenast)",,  50.694451,   4.120683,6123,,0
Bbghsta4,,"BIERGHES Rue de la Station (Route de Quenast)",,  50.694643,   4.120594,6123,,0
Bbiecim1,,"BIEZ Cimetière",,  50.729928,   4.707708,6457,,0
Bbiecim2,,"BIEZ Cimetière",,  50.729524,   4.708263,6457,,0
Bbiecoc1,,"BIEZ Cocrou",,  50.737504,   4.717947,6457,,0
Bbiecoc2,,"BIEZ Cocrou",,  50.737594,   4.718587,6457,,0
Bbiefon1,,"BIEZ Rue du Fond",,  50.738936,   4.723778,6457,,0
Bbiefon2,,"BIEZ Rue du Fond",,  50.738745,   4.723812,6457,,0
Bbiehec1,,"HEZE Ecoles",,  50.719429,   4.720672,6457,,0
Bbiehec2,,"HEZE Ecoles",,  50.719389,   4.720560,6457,,0
Bbiehev1,,"HEZE Entrée Village",,  50.723204,   4.713553,6457,,0
Bbiehev2,,"HEZE Entrée Village",,  50.723270,   4.713331,6457,,0
Bbiehpo1,,"HEZE Les Pommiers",,  50.718274,   4.724447,6457,,0
Bbiehpo2,,"HEZE Les Pommiers",,  50.718138,   4.724633,6457,,0
Bbiehss1,,"HEZE Chapelle du Saint-Sang",,  50.718758,   4.729260,6457,,0
Bbiehss2,,"HEZE Chapelle du Saint-Sang",,  50.718677,   4.729264,6457,,0
Bbiemor1,,"BIEZ Route de Morsaint",,  50.732565,   4.703231,6457,,0
Bbiemor2,,"BIEZ Route de Morsaint",,  50.732606,   4.703121,6457,,0
Bbiemse1,,"BIEZ Morsaint St-Eloy",,  50.722996,   4.693185,6462,,0
Bbiemse2,,"BIEZ Morsaint St-Eloy",,  50.722914,   4.693198,6462,,0
Bbiepon1,,"BIEZ Pont",,  50.723419,   4.697398,6462,,0
Bbiepon2,,"BIEZ Pont",,  50.723352,   4.697652,6462,,0
Bbiepre1,,"BIEZ Préventorium",,  50.726613,   4.710538,6457,,0
Bbiepre2,,"BIEZ Préventorium",,  50.726586,   4.710418,6457,,0
Bbiesbi1,,"BIEZ Sart-Biez",,  50.732330,   4.731826,6457,,0
Bbiesbi2,,"BIEZ Sart-Biez",,  50.732270,   4.731738,6457,,0
Bblaaca1,,"BRAINE-L'ALLEUD Académie",,  50.682238,   4.366170,6233,,0
Bblaadm1,,"BRAINE-L'ALLEUD Administration Communale",,  50.668924,   4.385314,6233,,0
Bblaadm2,,"BRAINE-L'ALLEUD Administration Communale",,  50.668875,   4.385214,6233,,0
Bblaall1,,"BRAINE-L'ALLEUD Rue des Alliés",,  50.681044,   4.377217,6233,,0
Bblaall2,,"BRAINE-L'ALLEUD Rue des Alliés",,  50.680956,   4.377472,6233,,0
Bblaang1,,"BRAINE-L'ALLEUD Bd d'Angleterre",,  50.664996,   4.379037,6233,,0
Bblaang2,,"BRAINE-L'ALLEUD Bd d'Angleterre",,  50.665130,   4.378853,6233,,0
Bblaast1,,"BRAINE-L'ALLEUD Ancienne Station",,  50.684978,   4.376608,6233,,0
Bblaast2,,"BRAINE-L'ALLEUD Ancienne Station",,  50.684977,   4.376735,6233,,0
Bblabar1,,"BRAINE-L'ALLEUD Barrière",,  50.669666,   4.386898,6233,,0
Bblabfo1,,"BRAINE-L'ALLEUD Bonne Fosse",,  50.682702,   4.393925,6233,,0
Bblabfo2,,"BRAINE-L'ALLEUD Bonne Fosse",,  50.682383,   4.394104,6233,,0
Bblabos1,,"BRAINE-L'ALLEUD Bosquet",,  50.695968,   4.343096,6233,,0
Bblabos2,,"BRAINE-L'ALLEUD Bosquet",,  50.695888,   4.343120,6233,,0
Bblacar1,,"BRAINE-L'ALLEUD Carron",,  50.694990,   4.337731,6233,,0
Bblacar2,,"BRAINE-L'ALLEUD Carron",,  50.694991,   4.338122,6233,,0
Bblaccm1,,"BRAINE-L'ALLEUD Collège - Gare AB",,  50.687155,   4.386835,6233,,0
Bblacco1,,"BRAINE-L'ALLEUD Côté du Collège",,  50.686340,   4.394267,6233,,0
Bblacco2,,"BRAINE-L'ALLEUD Côté du Collège",,  50.686177,   4.392664,6233,,0
Bblacea1,,"BRAINE-L'ALLEUD Château d'Eau",,  50.711327,   4.354132,6224,,0
Bblacea2,,"BRAINE-L'ALLEUD Château d'Eau",,  50.711085,   4.354122,6224,,0
Bblacha1,,"BRAINE-L'ALLEUD La Chapelle",,  50.697038,   4.365267,6233,,0
Bblacha2,,"BRAINE-L'ALLEUD La Chapelle",,  50.696845,   4.365578,6233,,0
Bblacim2,,"BRAINE-L'ALLEUD Cimetière",,  50.687169,   4.373242,6233,,0
Bblaece1,,"ERMITE Centre",,  50.714308,   4.352086,6224,,0
Bblaece2,,"ERMITE Centre",,  50.714268,   4.351974,6224,,0
Bblaegl1,,"ERMITE Eglise",,  50.707408,   4.356892,6224,,0
Bblaegl2,,"ERMITE Eglise",,  50.707479,   4.356630,6224,,0
Bblaelo1,,"BRAINE-L'ALLEUD Rue Jean Volders",,  50.689468,   4.368604,6233,,0
Bblaeur1,,"BRAINE-L'ALLEUD Boulevard de l'Europe",,  50.682803,   4.384090,6233,,0
Bblafab1,,"BRAINE-L'ALLEUD Fabrique",,  50.675706,   4.362536,6233,,0
Bblafab2,,"BRAINE-L'ALLEUD Fabrique",,  50.675650,   4.362627,6233,,0
Bblafos1,,"BRAINE-L'ALLEUD Rue des Fossés",,  50.683510,   4.371107,6233,,0
Bblafra1,,"BRAINE-L'ALLEUD Rue de la Fraternité (Av. Allard)",,  50.673897,   4.383746,6233,,0
Bblafra2,,"BRAINE-L'ALLEUD Rue de la Fraternité (Av. Allard)",,  50.673079,   4.384559,6233,,0
Bblafra3,,"BRAINE-L'ALLEUD Rue de la Fraternité (Desnouettes)",,  50.673569,   4.384433,6233,,0
Bblafrn1,,"BRAINE-L'ALLEUD Bd de France",,  50.666981,   4.378084,6233,,0
Bblafrn2,,"BRAINE-L'ALLEUD Bd de France",,  50.667052,   4.378360,6233,,0
Bblager1,,"BRAINE-L'ALLEUD Avenue Germinal",,  50.672372,   4.390308,6233,,0
Bblagr01,,"BRAINE-L'ALLEUD Gare - Quai 1",,  50.684482,   4.375474,6233,,0
Bblagr02,,"BRAINE-L'ALLEUD Gare - Quai 2",,  50.684256,   4.375430,6233,,0
Bblagr03,,"BRAINE-L'ALLEUD Gare - Quai 3",,  50.684092,   4.375399,6233,,0
Bblagr04,,"BRAINE-L'ALLEUD Gare - Quai 4",,  50.683862,   4.375368,6233,,0
Bblagr05,,"BRAINE-L'ALLEUD Gare - Quai 5",,  50.683644,   4.375350,6233,,0
Bblagr06,,"BRAINE-L'ALLEUD Gare - Quai 6",,  50.683194,   4.375267,6233,,0
Bblagr07,,"BRAINE-L'ALLEUD Gare - Quai 7",,  50.682995,   4.375224,6233,,0
Bblagr08,,"BRAINE-L'ALLEUD Gare - Quai 8",,  50.682718,   4.375174,6233,,0
Bblagr09,,"BRAINE-L'ALLEUD Gare - Quai 9",,  50.682511,   4.375931,6233,,0
Bblagr10,,"BRAINE-L'ALLEUD Gare - Quai 10",,  50.683099,   4.376050,6233,,0
Bblague1,,"BRAINE-L'ALLEUD Rue au Gué",,  50.679785,   4.370020,6233,,0
Bblague2,,"BRAINE-L'ALLEUD Rue au Gué",,  50.680152,   4.370136,6233,,0
Bblahop1,,"BRAINE-L'ALLEUD Hôpital",,  50.683261,   4.367437,6233,,0
Bblajap1,,"BRAINE-L'ALLEUD Av. du Japon",,  50.667991,   4.384519,6233,,0
Bblaljo1,,"BRAINE-L'ALLEUD Avenue L. Jourez",,  50.685213,   4.370608,6233,,0
Bblamer1,,"BRAINE-L'ALLEUD Merbraine",,  50.683362,   4.389447,6233,,0
Bblamer2,,"BRAINE-L'ALLEUD Merbraine",,  50.683307,   4.389119,6233,,0
Bblamp5,,"BRAINE-L'ALLEUD Mont-Saint-Pont (Ch. Bara)",,  50.700162,   4.363845,6233,,0
